"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma"
2370,"Twnhs","BrkFace",342,"TA","Y",757,1501,"TA",440,"Y",0,0,"160","FV","Norm","2Story",21,21
2371,"Twnhs","BrkFace",216,"Gd","Y",769,1573,"Gd",440,"Y",0,32,"160","FV","Norm","2Story",20,20
2372,"1Fam","None",0,"Gd","Y",1358,1358,"Gd",625,"Y",176,174,"20","FV","Norm","1Story",21,20
2373,"1Fam","None",0,"Gd","Y",1072,2048,"Gd",552,"Y",0,48,"60","FV","Norm","2Story",17,16
2374,"1Fam","None",0,"Gd","Y",1220,2362,"Gd",1105,"Y",147,0,"60","FV","Norm","2Story",22,22
2375,"TwnhsE","None",0,"Gd","Y",1494,1494,"Gd",478,"Y",0,30,"120","RL","Norm","1Story",26,25
2376,"1Fam","BrkFace",600,"Gd","Y",2362,2362,"Gd",546,"Y",180,16,"20","RL","Norm","1Story",40,40
2377,"1Fam","None",0,"Gd","Y",2497,2497,"Gd",676,"Y",266,0,"20","RL","Norm","1Story",39,39
2378,"1Fam","BrkFace",41,"TA","Y",1152,1152,"TA",412,"Y",0,126,"20","RL","RRAn","1Story",52,52
2379,"1Fam","BrkFace",525,"TA","Y",1403,2411,"TA",570,"Y",0,192,"60","RL","PosA","2Story",50,50
2380,"1Fam","None",0,"TA","Y",1082,1082,"TA",480,"Y",160,0,"OTHERS","RL","PosN","SFoyer",51,51
2381,"1Fam","BrkFace",196,"TA","Y",1295,1295,"TA",528,"Y",0,194,"20","RL","Norm","1Story",52,52
2382,"1Fam","None",0,"TA","Y",1610,1610,"Gd",515,"Y",202,0,"20","RL","Norm","1Story",48,33
2383,"1Fam","BrkFace",112,"TA","Y",1594,1594,"Gd",472,"Y",190,80,"20","RL","Norm","1Story",27,27
2384,"1Fam","BrkFace",194,"Gd","Y",1091,2075,"Gd",473,"Y",235,86,"60","RL","Norm","2Story",27,27
2385,"1Fam","None",0,"TA","Y",1093,1093,"TA",484,"Y",224,0,"20","RL","Norm","1Story",54,54
2386,"1Fam","BrkFace",203,"TA","Y",1052,1052,"TA",311,"Y",0,133,"20","RL","Norm","1Story",57,57
2387,"1Fam","None",0,"TA","Y",1107,1107,"Gd",308,"Y",88,64,"20","RL","Norm","1Story",53,27
2388,"Duplex","None",0,"TA","N",1224,1224,"TA",530,"Y",0,0,"90","RL","Norm","1Story",56,56
2389,"1Fam","None",0,"TA","Y",1074,1074,"Gd",396,"Y",0,72,"20","RL","Norm","1Story",64,64
2390,"1Fam","None",0,"TA","Y",1187,1187,"TA",440,"Y",128,0,"20","RL","Norm","1Story",59,59
2391,"1Fam","BrkFace",56,"TA","Y",964,964,"TA",784,"Y",170,0,"20","RL","Norm","1Story",59,59
2392,"1Fam","None",0,"TA","Y",894,894,"TA",312,"Y",0,0,"20","RL","Norm","1Story",60,60
2393,"1Fam","BrkFace",202,"TA","Y",1200,1200,"TA",440,"Y",0,0,"20","RL","Norm","1Story",54,54
2394,"1Fam","BrkFace",98,"TA","Y",1042,1042,"TA",440,"Y",192,0,"80","RL","Norm","SLvl",55,55
2395,"1Fam","BrkFace",306,"TA","Y",845,2154,"TA",539,"Y",0,0,"60","RL","Norm","2Story",56,23
2396,"1Fam","BrkFace",212,"TA","Y",1374,1374,"TA",286,"Y",0,28,"20","RL","Norm","1Story",56,56
2397,"1Fam","BrkFace",136,"TA","Y",1652,1652,"Gd",510,"Y",0,0,"20","RL","Norm","1Story",61,29
2398,"1Fam","None",0,"TA","Y",908,908,"TA",512,"Y",284,24,"OTHERS","RL","Norm","1.5Unf",80,24
2399,"1Fam","None",0,"Fa","N",666,666,"Gd",0,"N",0,52,"20","RL","Norm","1Story",74,70
2400,"1Fam","None",0,"TA","N",442,670,"Fa",0,"N",0,21,"50","RL","Feedr","1.5Fin",75,70
2401,"1Fam","None",0,"TA","Y",808,808,"TA",308,"N",143,0,"20","RL","RRAn","1Story",62,20
2402,"1Fam","BrkFace",176,"TA","Y",1150,1150,"TA",288,"Y",0,0,"20","RL","Norm","1Story",65,65
2403,"Duplex","None",0,"TA","Y",1560,1560,"TA",792,"Y",0,0,"90","RL","Norm","1Story",52,52
2404,"1Fam","BrkFace",87,"TA","Y",1280,1280,"TA",432,"Y",140,40,"OTHERS","RL","Norm","SFoyer",54,54
2405,"1Fam","BrkFace",291,"TA","Y",1254,1254,"TA",525,"Y",0,0,"80","RL","Norm","SLvl",59,59
2406,"1Fam","None",0,"TA","Y",936,936,"Gd",315,"Y",0,0,"20","RL","Norm","1Story",63,21
2407,"1Fam","BrkCmn",54,"TA","Y",1008,1008,"Fa",308,"Y",0,0,"20","RL","Norm","1Story",64,64
2408,"1Fam","None",0,"TA","Y",1053,1053,"Gd",692,"Y",240,0,"20","RL","Norm","1Story",57,57
2409,"1Fam","BrkCmn",69,"TA","Y",1144,1144,"TA",336,"Y",0,0,"20","RL","Norm","1Story",60,60
2410,"1Fam","BrkFace",289,"TA","Y",1721,1721,"TA",464,"Y",0,0,"20","RL","Feedr","1Story",63,51
2411,"1Fam","None",0,"TA","Y",922,922,"TA",308,"Y",0,34,"20","RL","Norm","1Story",63,63
2412,"1Fam","None",0,"TA","Y",1411,1411,"TA",310,"Y",278,82,"20","RL","Norm","1Story",65,45
2413,"1Fam","None",0,"TA","Y",1216,1216,"TA",336,"Y",0,0,"20","RL","Norm","1Story",65,65
2414,"1Fam","None",0,"TA","Y",1154,1154,"Ex",336,"Y",63,0,"20","RL","Norm","1Story",67,14
2415,"Duplex","Stone",260,"TA","Y",1560,1560,"TA",484,"Y",0,0,"90","RL","Norm","1Story",62,62
2416,"1Fam","None",0,"TA","Y",948,948,"TA",410,"N",0,48,"20","RL","Norm","1Story",68,68
2417,"1Fam","None",0,"TA","Y",1040,1040,"TA",293,"Y",0,0,"20","RL","Norm","1Story",67,67
2418,"1Fam","None",0,"TA","Y",925,925,"Gd",252,"Y",152,0,"20","RL","Norm","1Story",64,17
2419,"1Fam","None",0,"TA","Y",1040,1540,"Fa",352,"Y",0,0,"50","RL","Norm","1.5Fin",65,65
2420,"1Fam","None",0,"TA","Y",925,925,"TA",390,"Y",81,0,"20","RL","Norm","1Story",65,65
2421,"1Fam","None",0,"TA","Y",1647,1647,"TA",280,"Y",225,0,"20","RL","Norm","1Story",67,67
2422,"1Fam","None",0,"TA","Y",924,924,"TA",420,"Y",0,324,"20","RL","Artery","1Story",68,68
2423,"1Fam","None",0,"Gd","Y",1000,1544,"TA",0,"N",231,0,"50","RL","Artery","1.5Fin",130,14
2424,"1Fam","None",0,"TA","Y",1216,1728,"TA",371,"Y",200,0,"50","RL","Norm","1.5Fin",67,16
2425,"1Fam","None",0,"TA","Y",1308,3086,"Gd",1200,"Y",0,208,"70","RL","Norm","2Story",85,13
2426,"1Fam","None",0,"TA","Y",845,1281,"TA",580,"Y",0,0,"50","RL","Norm","1.5Fin",95,27
2427,"1Fam","None",0,"TA","Y",751,1534,"Gd",0,"N",0,112,"70","RL","Norm","2Story",125,21
2428,"1Fam","BrkFace",364,"TA","Y",1035,1651,"TA",276,"Y",460,46,"80","RL","Norm","SLvl",57,21
2429,"1Fam","BrkFace",53,"TA","Y",888,888,"TA",240,"Y",0,0,"20","RL","Norm","1Story",59,59
2430,"1Fam","BrkFace",86,"TA","Y",952,952,"TA",288,"Y",0,0,"20","RL","Norm","1Story",52,52
2431,"1Fam","None",0,"TA","Y",1238,1238,"TA",357,"Y",0,171,"20","RL","Norm","1Story",70,70
2432,"1Fam","None",0,"TA","Y",1040,1040,"Gd",286,"Y",0,0,"20","RL","Norm","1Story",61,17
2433,"1Fam","None",0,"TA","Y",1170,1170,"TA",338,"Y",0,0,"20","RL","Norm","1Story",62,62
2434,"1Fam","None",0,"TA","Y",1242,1242,"TA",324,"Y",0,0,"20","RL","Norm","1Story",60,60
2435,"1Fam","None",0,"TA","Y",1377,1377,"TA",351,"Y",0,0,"20","RL","Norm","1Story",60,60
2436,"1Fam","None",0,"TA","Y",925,925,"TA",300,"Y",0,0,"20","RL","Feedr","1Story",59,59
2437,"1Fam","None",0,"TA","Y",864,864,"TA",294,"Y",58,0,"20","RL","PosN","1Story",58,58
2438,"1Fam","None",0,"TA","Y",936,936,"TA",288,"Y",24,90,"OTHERS","RL","Norm","SFoyer",58,58
2439,"1Fam","None",0,"Gd","Y",960,960,"TA",576,"Y",0,0,"30","RM","Artery","1Story",94,40
2440,"1Fam","None",0,"TA","Y",866,1296,"TA",576,"Y",0,0,"50","RM","Norm","1.5Fin",93,70
2441,"1Fam","None",0,"TA","N",1022,1022,"Fa",184,"N",0,122,"30","RM","Artery","1Story",98,70
2442,"1Fam","None",0,"TA","Y",967,967,"TA",180,"N",0,0,"30","RM","Norm","1Story",100,30
2443,"1Fam","Stone",279,"TA","Y",1072,1072,"TA",379,"Y",0,0,"30","RM","Norm","1Story",80,70
2444,"1Fam","None",0,"TA","Y",680,1174,"Gd",576,"Y",116,26,"50","RM","Norm","1.5Fin",120,14
2445,"1Fam","None",0,"TA","N",761,1141,"TA",252,"Y",0,0,"50","RM","Norm","1.5Fin",120,70
2446,"1Fam","None",0,"TA","Y",1156,1798,"TA",342,"N",0,0,"70","RM","Artery","2Story",120,70
2447,"1Fam","None",0,"Gd","N",909,1772,"Gd",816,"Y",0,0,"70","RM","Norm","2Story",110,21
2448,"1Fam","None",0,"TA","Y",914,1642,"TA",374,"Y",0,0,"70","RM","Norm","2Story",93,70
2449,"1Fam","None",0,"TA","Y",616,1232,"TA",480,"Y",280,0,"70","RM","Norm","2Story",110,70
2450,"1Fam","None",0,"TA","Y",991,1650,"TA",468,"N",128,103,"50","RM","Norm","1.5Fin",110,30
2451,"1Fam","None",0,"TA","Y",687,1358,"Gd",336,"Y",0,32,"70","RM","Norm","2Story",90,15
2452,"1Fam","None",0,"TA","Y",1312,2454,"TA",576,"N",0,148,"OTHERS","RM","Norm","2.5Unf",141,33
2453,"1Fam","None",0,"TA","Y",968,968,"TA",331,"Y",0,0,"20","RM","Norm","1Story",64,64
2454,"1Fam","None",0,"TA","Y",1382,1382,"TA",384,"Y",0,40,"80","RM","Norm","SLvl",71,18
2455,"1Fam","None",0,"TA","N",916,1060,"TA",308,"Y",0,65,"OTHERS","RL","Norm","1Story",95,26
2456,"1Fam","None",0,"TA","Y",910,1435,"TA",308,"Y",0,33,"50","RM","RRNn","1.5Fin",70,70
2457,"1Fam","None",0,"TA","Y",728,1274,"TA",224,"Y",0,0,"50","RM","Norm","1.5Fin",81,22
2458,"1Fam","None",0,"TA","Y",608,1232,"TA",217,"Y",0,0,"70","RM","Norm","2Story",81,70
2459,"1Fam","None",0,"Gd","Y",884,884,"TA",240,"Y",0,0,"OTHERS","RM","Norm","1.5Unf",81,70
2460,"1Fam","None",0,"TA","Y",861,1409,"TA",528,"Y",225,0,"50","RM","Norm","1.5Fin",82,70
2461,"1Fam","None",0,"TA","Y",899,1322,"TA",280,"Y",0,0,"50","RM","Norm","1.5Fin",81,68
2462,"1Fam","None",0,"TA","Y",1014,1426,"TA",230,"Y",174,0,"50","RM","Norm","1.5Fin",90,28
2463,"1Fam","None",0,"TA","Y",903,1281,"Gd",379,"Y",25,0,"50","RM","Norm","1.5Fin",94,70
2464,"1Fam","None",0,"TA","Y",1100,2264,"TA",408,"Y",0,152,"70","RM","Norm","2Story",102,25
2465,"1Fam","None",0,"TA","Y",752,1376,"Gd",576,"P",0,54,"50","RL","Norm","1.5Fin",100,70
2466,"1Fam","None",0,"TA","Y",960,1316,"TA",576,"Y",0,0,"50","RL","RRAn","1.5Fin",94,70
2467,"1Fam","None",0,"TA","N",672,1344,"Gd",456,"Y",0,0,"70","RM","Feedr","2Story",91,30
2468,"1Fam","None",0,"TA","N",933,1173,"TA",240,"Y",0,25,"OTHERS","RM","Norm","1.5Fin",119,70
2469,"1Fam","None",0,"TA","N",969,1214,"TA",216,"N",0,0,"50","RM","Norm","1.5Fin",119,70
2470,"1Fam","BrkFace",234,"TA","Y",1497,2294,"TA",658,"Y",0,110,"80","RM","Norm","SLvl",57,57
2471,"1Fam","None",0,"TA","Y",976,1952,"Gd",299,"Y",285,0,"60","RM","Norm","2Story",70,15
2472,"1Fam","None",0,"TA","Y",1138,2180,"TA",720,"N",0,0,"50","RM","Norm","1.5Fin",105,70
2473,"2fmCon","None",0,"TA","Y",838,1315,"TA",436,"Y",0,0,"190","RM","Norm","1.5Fin",62,62
2474,"1Fam","None",0,"Fa","Y",866,1484,"TA",264,"N",14,211,"50","RM","Artery","1.5Fin",110,70
2475,"1Fam","None",0,"TA","Y",1262,2267,"TA",498,"Y",521,0,"70","RL","Feedr","2Story",83,40
2476,"2fmCon","None",0,"TA","N",778,1282,"TA",240,"Y",0,88,"190","RL","Norm","1.5Fin",78,41
2477,"2fmCon","None",0,"TA","Y",999,999,"TA",308,"Y",40,176,"190","RL","Norm","SFoyer",57,57
2478,"1Fam","BrkFace",30,"TA","Y",1452,1452,"TA",572,"Y",92,0,"OTHERS","RL","Norm","SFoyer",56,40
2479,"1Fam","None",0,"TA","Y",1005,1005,"TA",440,"N",0,0,"20","RL","Feedr","1Story",56,56
2480,"1Fam","BrkFace",50,"Gd","Y",1020,1020,"TA",528,"Y",0,0,"80","RL","Norm","SLvl",56,19
2481,"1Fam","BrkFace",442,"TA","Y",1040,1040,"TA",264,"Y",0,90,"20","RL","Norm","1Story",54,54
2482,"2fmCon","None",0,"TA","Y",868,868,"TA",576,"Y",138,0,"190","RL","Feedr","1Story",49,30
2483,"1Fam","BrkFace",89,"TA","Y",897,897,"TA",264,"Y",0,0,"20","RL","Norm","1Story",52,52
2484,"1Fam","BrkFace",323,"TA","Y",943,943,"TA",528,"Y",132,0,"20","RL","Norm","1Story",53,53
2485,"1Fam","None",0,"TA","Y",912,912,"Gd",315,"Y",204,0,"20","RL","Feedr","1Story",54,54
2486,"1Fam","None",0,"TA","Y",1375,1375,"TA",323,"Y",0,0,"20","RL","PosA","1Story",64,22
2487,"1Fam","BrkFace",356,"TA","Y",1567,2654,"TA",638,"Y",128,570,"60","RL","Feedr","2Story",100,24
2488,"1Fam","None",0,"TA","Y",798,1302,"Gd",224,"Y",0,0,"50","RL","Norm","1.5Fin",80,22
2489,"1Fam","None",0,"TA","Y",1299,1299,"Gd",494,"Y",81,0,"20","RL","Norm","1Story",66,25
2490,"1Fam","BrkFace",340,"TA","Y",1176,1176,"TA",303,"Y",0,0,"20","RL","Feedr","1Story",62,22
2491,"1Fam","None",0,"Fa","N",998,998,"TA",460,"Y",0,0,"20","RL","Norm","1Story",75,70
2492,"1Fam","BrkFace",136,"TA","Y",1522,1522,"TA",552,"Y",0,77,"20","RL","Norm","1Story",36,36
2493,"1Fam","None",0,"TA","Y",1325,1325,"Gd",576,"Y",0,42,"20","RL","Norm","1Story",72,15
2494,"1Fam","None",0,"TA","Y",1630,1630,"TA",649,"P",0,64,"20","RL","Norm","1Story",67,67
2495,"1Fam","None",0,"TA","N",1242,1242,"TA",336,"N",0,0,"20","RL","Feedr","1Story",74,70
2496,"1Fam","Stone",300,"TA","Y",2422,2422,"Gd",527,"Y",0,63,"20","RL","Norm","1Story",66,26
2497,"1Fam","None",0,"TA","Y",988,1626,"Gd",332,"Y",366,0,"50","RL","Norm","1.5Fin",66,66
2498,"1Fam","None",0,"TA","Y",864,864,"TA",399,"Y",0,0,"20","RL","Norm","1Story",62,62
2499,"1Fam","None",0,"TA","N",943,943,"Gd",308,"N",0,0,"30","RL","Norm","1Story",62,26
2500,"TwnhsE","BrkFace",149,"Gd","Y",1038,1038,"TA",264,"Y",0,105,"120","RL","Norm","1Story",36,36
2501,"1Fam","None",0,"TA","Y",1342,1342,"TA",256,"Y",0,0,"20","RL","Norm","1Story",69,69
2502,"1Fam","None",0,"TA","N",1080,1480,"TA",253,"Y",0,0,"50","RL","Norm","1.5Fin",69,26
2503,"1Fam","None",0,"Fa","N",986,1362,"TA",280,"P",0,0,"50","RL","Norm","1.5Fin",100,70
2504,"1Fam","None",0,"TA","Y",1105,1822,"Gd",515,"P",0,195,"50","RL","Feedr","1.5Fin",36,36
2505,"1Fam","None",0,"Gd","Y",1029,1958,"Gd",499,"Y",202,93,"60","RL","Norm","2Story",26,19
2506,"1Fam","Stone",306,"Gd","Y",1651,1651,"Gd",870,"Y",204,64,"20","RL","Norm","1Story",13,13
2507,"1Fam","None",0,"Gd","Y",2140,2140,"Gd",894,"Y",136,32,"20","RL","Norm","1Story",14,13
2508,"1Fam","Stone",306,"Gd","Y",1651,1651,"Gd",870,"Y",192,64,"20","RL","Norm","1Story",13,13
2509,"1Fam","BrkFace",204,"Gd","Y",1546,1546,"Gd",796,"Y",144,42,"20","RL","Norm","1Story",15,14
2510,"1Fam","BrkFace",132,"Gd","Y",1500,1500,"Gd",674,"Y",144,38,"20","RL","Norm","1Story",14,14
2511,"1Fam","None",0,"Gd","Y",1270,1270,"Gd",524,"Y",0,96,"20","RL","Norm","1Story",15,14
2512,"1Fam","None",0,"Gd","Y",879,1795,"Gd",578,"Y",164,111,"60","RL","Norm","2Story",15,14
2513,"1Fam","BrkFace",360,"Gd","Y",946,1873,"Gd",619,"Y",108,48,"60","RL","Norm","2Story",32,32
2514,"1Fam","None",0,"Gd","Y",1743,1743,"Gd",529,"Y",646,0,"20","RL","Norm","1Story",44,44
2515,"1Fam","None",0,"TA","Y",1022,1022,"TA",747,"Y",0,0,"20","RL","Norm","1Story",26,26
2516,"1Fam","None",0,"TA","Y",646,1308,"Gd",497,"Y",142,54,"60","RL","Norm","2Story",23,14
2517,"1Fam","None",0,"TA","Y",990,990,"TA",384,"Y",256,0,"20","RL","Norm","1Story",26,26
2518,"1Fam","None",0,"TA","Y",1097,1097,"TA",242,"Y",306,0,"20","RL","Norm","1Story",24,24
2519,"1Fam","None",0,"Gd","Y",988,1873,"Gd",597,"Y",202,123,"60","RL","Norm","2Story",21,21
2520,"1Fam","BrkFace",290,"Gd","Y",853,1753,"TA",534,"Y",0,74,"60","RL","Norm","2Story",22,21
2521,"1Fam","None",0,"Gd","Y",845,1690,"Gd",517,"Y",0,103,"60","RL","Norm","2Story",19,19
2522,"1Fam","BrkFace",144,"Gd","Y",985,1842,"Gd",486,"Y",193,96,"60","RL","Norm","2Story",20,20
2523,"1Fam","None",0,"TA","Y",894,894,"TA",440,"Y",0,0,"20","RL","Norm","1Story",46,46
2524,"1Fam","BrkFace",113,"TA","Y",1025,1025,"TA",370,"Y",127,0,"80","RL","Norm","SLvl",44,44
2525,"1Fam","BrkFace",51,"TA","Y",1009,1009,"TA",576,"Y",0,0,"80","RL","Norm","SLvl",43,43
2526,"1Fam","None",0,"TA","Y",1040,1040,"TA",748,"Y",0,0,"20","RL","Norm","1Story",43,43
2527,"1Fam","None",0,"TA","Y",907,907,"TA",308,"Y",0,0,"20","RL","Norm","1Story",43,43
2528,"1Fam","None",0,"TA","Y",879,879,"TA",440,"Y",0,80,"20","RL","Norm","1Story",45,45
2529,"1Fam","None",0,"TA","Y",864,864,"Ex",576,"Y",155,0,"20","RL","Norm","1Story",48,20
2530,"1Fam","None",0,"TA","Y",875,875,"Gd",728,"Y",352,0,"20","RL","Norm","1Story",48,14
2531,"1Fam","None",0,"Gd","Y",1673,1673,"Gd",583,"Y",306,113,"20","RL","Norm","1Story",20,20
2532,"1Fam","None",0,"Gd","Y",992,1932,"Gd",610,"Y",0,120,"60","RL","Norm","2Story",17,17
2533,"1Fam","BrkFace",214,"Gd","Y",860,1729,"Gd",542,"Y",386,63,"60","RL","Norm","2Story",18,18
2534,"1Fam","BrkFace",519,"Gd","Y",1592,1592,"Gd",484,"Y",120,35,"20","RL","Norm","1Story",26,25
2535,"1Fam","BrkFace",256,"Gd","Y",1531,2439,"Gd",560,"Y",184,121,"60","RL","Norm","2Story",19,19
2536,"1Fam","BrkFace",254,"Gd","Y",1212,1992,"Gd",608,"Y",225,32,"60","RL","Norm","2Story",24,18
2537,"1Fam","BrkFace",158,"Gd","Y",1341,1341,"Gd",482,"Y",240,84,"20","RL","Norm","1Story",21,20
2538,"1Fam","None",0,"Gd","Y",738,1476,"Gd",552,"Y",0,35,"60","RL","Norm","2Story",13,13
2539,"1Fam","None",0,"Gd","Y",1190,1190,"Gd",578,"Y",100,41,"20","RL","Norm","1Story",15,15
2540,"1Fam","None",0,"Gd","Y",1330,1330,"Gd",437,"Y",0,23,"20","RL","Norm","1Story",14,13
2541,"1Fam","None",0,"Gd","Y",738,1491,"Gd",484,"Y",100,30,"60","RL","Norm","2Story",14,14
2542,"1Fam","None",0,"Gd","Y",768,1536,"Gd",400,"Y",0,40,"60","RL","Norm","2Story",15,15
2543,"1Fam","BrkFace",162,"TA","Y",936,936,"TA",384,"Y",405,0,"OTHERS","RL","Norm","SFoyer",53,53
2544,"1Fam","Stone",20,"TA","Y",1088,1088,"TA",520,"P",0,0,"20","RL","Norm","1Story",57,57
2545,"1Fam","None",0,"TA","Y",901,1351,"TA",576,"N",0,0,"50","RL","Norm","1.5Fin",95,70
2546,"1Fam","Stone",198,"TA","Y",1179,1179,"TA",622,"P",0,0,"20","RL","Norm","1Story",60,60
2547,"1Fam","None",0,"TA","Y",1044,1044,"TA",528,"Y",228,0,"80","RL","Norm","SLvl",44,44
2548,"Duplex","None",0,"TA","Y",1100,2233,"TA",579,"Y",0,0,"90","RL","Norm","2Story",41,41
2549,"1Fam","None",0,"TA","Y",734,1408,"TA",489,"Y",0,85,"60","RL","Norm","2Story",15,14
2550,"1Fam","Stone",1224,"Ex","Y",5095,5095,"Ex",1154,"Y",546,484,"20","RL","Norm","1Story",12,11
2551,"TwnhsE","Stone",76,"TA","Y",1072,1072,"Gd",525,"Y",0,44,"OTHERS","RM","Norm","SFoyer",15,15
2552,"1Fam","None",0,"TA","Y",960,960,"Fa",392,"Y",144,0,"20","RL","Norm","1Story",61,20
2553,"Duplex","BrkCmn",128,"TA","N",1152,1152,"Fa",0,"N",0,0,"90","RL","Norm","1Story",65,65
2554,"Duplex","None",0,"TA","N",1195,1195,"TA",0,"N",118,0,"90","RL","Norm","1Story",74,70
2555,"1Fam","None",0,"TA","Y",740,865,"TA",216,"Y",0,0,"OTHERS","RL","Norm","1.5Fin",100,25
2556,"1Fam","None",0,"TA","Y",768,768,"TA",355,"Y",0,0,"20","RL","Norm","1Story",65,65
2557,"1Fam","None",0,"TA","Y",864,864,"TA",528,"N",196,0,"20","RL","Norm","1Story",65,65
2558,"Duplex","None",0,"TA","N",1296,2592,"TA",0,"Y",0,742,"90","RL","Norm","2Story",97,70
2559,"1Fam","None",0,"TA","Y",1422,1422,"TA",352,"Y",0,0,"30","RL","Norm","1Story",94,70
2560,"1Fam","None",0,"TA","Y",759,1298,"TA",240,"P",216,0,"50","RL","Norm","1.5Fin",99,15
2561,"1Fam","None",0,"TA","Y",567,1098,"TA",216,"Y",0,0,"70","RL","Norm","2Story",90,25
2562,"1Fam","None",0,"TA","N",851,1436,"TA",228,"Y",184,0,"70","RL","Norm","2Story",99,70
2563,"1Fam","None",0,"TA","Y",686,1461,"TA",225,"N",0,0,"70","RL","Norm","2Story",94,29
2564,"1Fam","None",0,"TA","Y",867,1718,"Gd",264,"Y",291,0,"70","RL","Norm","2.5Unf",93,28
2565,"1Fam","None",0,"TA","Y",1226,1226,"TA",400,"Y",174,24,"20","RL","Norm","1Story",69,69
2566,"1Fam","None",0,"TA","Y",1230,1755,"Gd",231,"Y",0,40,"50","RL","Norm","1.5Fin",90,17
2567,"2fmCon","None",0,"TA","Y",760,1355,"TA",528,"Y",0,0,"190","RL","Norm","1.5Fin",79,70
2568,"1Fam","BrkFace",423,"TA","Y",1560,1560,"TA",580,"Y",0,75,"20","RL","Norm","1Story",60,60
2569,"1Fam","None",0,"TA","Y",1488,1488,"TA",552,"Y",0,0,"20","RL","Norm","1Story",52,52
2570,"Twnhs","None",0,"TA","Y",529,1045,"TA",462,"Y",180,0,"160","RM","Norm","2Story",40,40
2571,"1Fam","None",0,"TA","Y",1680,1680,"Gd",628,"Y",152,0,"20","RL","Norm","1Story",25,24
2572,"TwnhsE","None",0,"TA","Y",1020,1020,"TA",509,"Y",135,0,"120","RM","Norm","1Story",32,32
2573,"1Fam","BrkFace",652,"TA","Y",1696,1696,"TA",625,"Y",0,146,"20","RL","Norm","1Story",49,49
2574,"1Fam","None",0,"Gd","Y",2726,2726,"Gd",691,"Y",216,64,"20","RL","Norm","1Story",34,34
2575,"1Fam","None",0,"TA","Y",720,1215,"Gd",720,"Y",0,0,"50","RM","Norm","1.5Fin",80,70
2576,"1Fam","None",0,"Gd","Y",936,1601,"TA",0,"N",0,0,"50","RM","Artery","1.5Fin",95,17
2577,"1Fam","None",0,"TA","Y",942,1828,"Gd",0,"Y",174,0,"70","RM","Norm","2Story",97,21
2578,"1Fam","None",0,"TA","Y",816,816,"TA",100,"N",0,0,"30","RM","Artery","1Story",98,70
2579,"1Fam","None",0,"TA","Y",640,845,"TA",256,"N",48,0,"50","RM","Norm","1.5Fin",81,70
2580,"2fmCon","None",0,"TA","N",1034,1991,"TA",0,"N",0,0,"190","OTHER","Feedr","2Story",125,14
2581,"1Fam","None",0,"TA","Y",1073,1073,"TA",720,"Y",0,444,"20","OTHER","Norm","1Story",63,40
2582,"1Fam","None",0,"Gd","Y",1001,1001,"Gd",216,"N",154,0,"30","OTHER","Norm","1Story",90,13
2583,"TwnhsE","Stone",473,"Gd","Y",1625,1625,"Gd",495,"Y",123,0,"120","RM","Norm","1Story",14,13
2584,"1Fam","None",0,"TA","Y",1299,1299,"Gd",486,"Y",84,0,"OTHERS","RL","Norm","SFoyer",41,41
2585,"1Fam","BrkFace",166,"Gd","Y",1392,1392,"Gd",650,"Y",168,49,"20","RL","Norm","1Story",18,18
2586,"1Fam","None",0,"Gd","Y",1409,1409,"Gd",576,"Y",0,144,"20","RL","Norm","1Story",18,18
2587,"1Fam","None",0,"TA","Y",1478,1478,"TA",506,"Y",114,22,"20","RL","Norm","1Story",29,28
2588,"1Fam","Stone",50,"TA","Y",918,918,"TA",360,"Y",192,84,"80","RL","Norm","SLvl",45,45
2589,"1Fam","None",0,"TA","Y",1026,1026,"TA",528,"Y",193,0,"OTHERS","RL","Norm","SFoyer",46,46
2590,"TwnhsE","BrkFace",352,"Gd","Y",1501,1501,"Gd",512,"Y",240,0,"120","RL","Norm","1Story",33,33
2591,"1Fam","BrkFace",1224,"TA","Y",2279,2279,"Gd",461,"Y",274,0,"20","RL","Norm","1Story",62,25
2592,"1Fam","None",0,"Gd","Y",1689,1689,"Gd",433,"Y",100,39,"20","RL","Norm","1Story",14,13
2593,"1Fam","None",0,"Gd","Y",1564,1564,"Ex",502,"Y",132,0,"20","RL","Norm","1Story",14,13
2594,"1Fam","None",0,"TA","Y",1240,1240,"Gd",528,"Y",232,0,"20","RL","Norm","1Story",35,35
2595,"1Fam","BrkFace",86,"Gd","Y",1312,1312,"Gd",471,"Y",256,28,"20","RL","Norm","1Story",19,19
2596,"1Fam","BrkFace",886,"Gd","Y",1922,1922,"Gd",692,"Y",201,64,"20","RL","Norm","1Story",18,18
2597,"1Fam","BrkFace",203,"Gd","Y",1491,1491,"TA",571,"Y",0,35,"20","RL","Norm","1Story",24,24
2598,"1Fam","BrkFace",94,"Gd","Y",1146,2486,"Gd",452,"Y",143,32,"60","RL","Norm","2Story",17,16
2599,"1Fam","BrkFace",242,"Ex","Y",1824,1824,"Ex",932,"Y",160,36,"20","RL","PosA","1Story",14,13
