"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma","averagePrice_surface"
824,"1Fam","None",0,"TA","Y",944,1489,"TA",240,"Y",335,0,"50","RL","Norm","1.5Fin",80,70,93.6870382807253
825,"1Fam","None",0,"Gd","Y",1489,1489,"Gd",776,"Y",0,140,"20","FV","Norm","1Story",14,14,156.212222968435
826,"1Fam","BrkFace",816,"Ex","Y",2084,2084,"Ex",1220,"Y",188,45,"20","RL","PosN","1Story",13,12,184.740882917466
827,"1Fam","None",0,"TA","Y",784,784,"Gd",0,"Y",0,0,"OTHERS","RM","Norm","1.5Unf",96,70,139.668367346939
828,"1Fam","None",0,"Gd","Y",1434,1434,"Gd",527,"Y",290,39,"20","RL","Norm","1Story",19,19,131.799163179916
829,"1Fam","None",0,"TA","Y",1160,2126,"TA",538,"Y",486,0,"60","RL","Norm","2Story",53,53,87.0178739416745
830,"Twnhs","None",0,"Gd","Y",520,1223,"Gd",480,"Y",0,166,"160","FV","Norm","2Story",15,15,120.523303352412
831,"1Fam","BrkFace",387,"TA","Y",1392,1392,"TA",458,"Y",0,0,"20","RL","Norm","1Story",63,63,119.252873563218
832,"TwnhsE","None",0,"TA","Y",520,1200,"Gd",480,"Y",0,166,"160","FV","Norm","2Story",15,15,125.833333333333
833,"1Fam","BrkFace",223,"Gd","Y",941,1829,"Gd",613,"Y",192,39,"60","RL","Norm","2Story",17,17,129.579004920722
834,"1Fam","BrkFace",180,"TA","Y",1516,1516,"TA",472,"Y",0,0,"20","RL","Norm","1Story",56,56,110.158311345646
835,"1Fam","BrkFace",136,"TA","Y",1144,1144,"TA",456,"Y",0,0,"20","RL","Norm","1Story",59,59,122.333916083916
836,"1Fam","None",0,"TA","Y",1067,1067,"Gd",436,"Y",290,0,"20","RL","Norm","1Story",70,25,119.962511715089
837,"1Fam","None",0,"TA","Y",1559,1559,"TA",812,"Y",0,116,"30","RM","Norm","1Story",72,47,98.4605516356639
838,"Twnhs","BrkFace",158,"TA","Y",483,987,"TA",264,"Y",0,0,"160","RM","Norm","2Story",47,47,101.317122593718
839,"1Fam","None",0,"TA","Y",1099,1099,"Gd",352,"Y",278,0,"20","RL","Norm","1Story",25,14,131.028207461328
840,"1Fam","None",0,"TA","Y",768,1200,"TA",240,"Y",0,0,"50","RL","Norm","1.5Fin",74,25,108.75
841,"1Fam","None",0,"TA","N",810,1482,"Fa",400,"P",0,0,"70","OTHER","Norm","2Story",95,70,94.4669365721997
842,"1Fam","None",0,"TA","Y",958,1539,"Gd",686,"P",70,78,"70","RM","Norm","2Story",116,18,102.33918128655
843,"1Fam","BrkFace",183,"TA","Y",1165,1165,"TA",490,"Y",0,129,"80","RL","Norm","SLvl",54,54,150.128755364807
844,"Duplex","None",0,"TA","N",1800,1800,"TA",0,"Y",0,0,"90","RL","Artery","1Story",59,59,78.3333333333333
845,"1Fam","None",0,"TA","Y",876,1416,"TA",720,"Y",418,0,"50","RM","Artery","1.5Fin",105,70,108.686440677966
846,"1Fam","None",0,"TA","Y",1701,1701,"TA",611,"Y",0,0,"OTHERS","RL","RRAe","SFoyer",45,39,100.529100529101
847,"1Fam","BrkFace",137,"Gd","Y",1006,1775,"Gd",425,"Y",234,72,"60","RL","Norm","2Story",27,27,120
848,"1Fam","None",0,"TA","Y",864,864,"TA",338,"Y",0,0,"20","RL","Norm","1Story",48,48,154.513888888889
849,"1Fam","None",0,"TA","Y",1307,2358,"TA",360,"Y",486,40,"50","RL","Norm","1.5Fin",112,23,101.781170483461
850,"1Fam","BrkFace",360,"Gd","Y",1094,1855,"TA",512,"Y",113,100,"80","RL","Feedr","SLvl",44,26,100.808625336927
851,"TwnhsE","BrkFace",170,"Gd","Y",848,848,"Gd",420,"Y",140,0,"120","RM","Norm","1Story",17,17,155.070754716981
852,"TwnhsE","BrkFace",40,"Gd","Y",1456,1456,"Gd",400,"Y",143,20,"120","RL","Norm","1Story",17,17,147.664835164835
853,"1Fam","None",0,"TA","Y",918,1646,"TA",240,"Y",0,0,"OTHERS","RL","Norm","2.5Unf",79,70,99.6354799513973
854,"1Fam","BrkFace",115,"TA","Y",1445,1445,"TA",645,"Y",180,0,"80","RL","Norm","SLvl",56,56,109.342560553633
855,"1Fam","None",0,"TA","Y",1779,1779,"TA",454,"Y",0,418,"20","RL","Norm","1Story",65,46,95.5593029792018
856,"1Fam","None",0,"TA","Y",1040,1040,"TA",260,"Y",0,104,"20","RL","Norm","1Story",58,10,122.115384615385
857,"1Fam","None",0,"TA","Y",1026,1026,"TA",576,"Y",0,0,"80","RL","Norm","SLvl",42,42,143.27485380117
858,"1Fam","None",0,"TA","Y",702,1481,"TA",343,"Y",0,36,"60","RL","Norm","2Story",26,25,117.488183659689
859,"1Fam","BrkFace",189,"TA","Y",1370,1370,"TA",479,"Y",0,0,"20","RL","Norm","1Story",44,44,110.948905109489
860,"1Fam","BrkFace",220,"TA","Y",1512,2654,"Gd",619,"Y",0,65,"60","RL","PosA","2Story",52,36,94.197437829691
861,"1Fam","None",0,"Gd","Y",912,1426,"Gd",216,"Y",0,240,"50","RL","Norm","1.5Fin",102,22,133.20476858345
862,"2fmCon","None",0,"TA","Y",1039,1039,"TA",504,"Y",0,0,"190","RL","Norm","1Story",55,55,126.564003849856
863,"1Fam","None",0,"TA","Y",1097,1097,"TA",480,"Y",0,0,"20","RL","Norm","1Story",36,35,138.559708295351
864,"1Fam","None",0,"TA","Y",1148,1148,"TA",672,"Y",0,0,"20","RL","Norm","1Story",61,61,115.418118466899
865,"1Fam","None",0,"Gd","Y",1372,1372,"Gd",529,"Y",0,140,"20","FV","Norm","1Story",13,12,182.638483965015
866,"1Fam","BrkFace",76,"TA","Y",1002,1002,"TA",902,"Y",0,0,"20","RL","Norm","1Story",50,50,148.203592814371
867,"1Fam","Stone",274,"Gd","Y",1646,1646,"Gd",870,"Y",192,80,"20","RL","Norm","1Story",14,13,151.215066828676
868,"1Fam","None",0,"TA","Y",1120,1120,"Fa",544,"Y",168,0,"20","RL","Feedr","1Story",59,59,115.178571428571
869,"1Fam","None",0,"TA","Y",1547,2320,"TA",672,"P",120,144,"60","RL","Feedr","2Story",72,70,72.8448275862069
870,"1Fam","BrkFace",246,"Gd","Y",1062,1949,"Gd",574,"Y",156,90,"60","RL","Norm","2Story",27,26,121.08773730118
871,"1Fam","None",0,"TA","N",894,894,"TA",308,"Y",0,0,"20","RL","PosN","1Story",58,58,122.48322147651
872,"1Fam","BrkFace",116,"TA","Y",804,1682,"Gd",523,"Y",0,77,"60","RL","Norm","2Story",22,22,119.203329369798
873,"1Fam","None",0,"Gd","Y",910,910,"Gd",414,"Y",196,0,"20","RL","Norm","1Story",67,24,127.472527472527
874,"1Fam","None",0,"Gd","Y",1036,1268,"TA",288,"Y",0,28,"OTHERS","RL","Norm","1Story",71,70,104.889589905363
875,"1Fam","None",0,"TA","Y",676,1131,"TA",200,"Y",26,0,"50","RM","Artery","1.5Fin",79,70,58.7975243147657
876,"1Fam","None",0,"Gd","Y",1184,2610,"Ex",550,"Y",208,364,"60","FV","Norm","2Story",13,13,116.274712643678
877,"1Fam","None",0,"TA","Y",1040,1040,"TA",648,"Y",0,0,"20","RL","Norm","1Story",57,57,127.163461538462
878,"1Fam","Stone",216,"Gd","Y",1462,2224,"Ex",738,"Y",184,0,"60","RL","Norm","2Story",16,15,157.374100719424
879,"1Fam","None",0,"TA","Y",1155,1155,"Gd",576,"Y",192,0,"OTHERS","RL","Norm","SFoyer",59,25,128.138528138528
880,"1Fam","BrkFace",90,"Gd","Y",864,864,"TA",336,"Y",0,0,"20","RL","Norm","1Story",42,15,157.986111111111
881,"1Fam","None",0,"TA","Y",1090,1090,"TA",450,"Y",0,49,"20","RL","Norm","1Story",15,14,144.036697247706
882,"1Fam","BrkFace",117,"Gd","Y",1187,1717,"Gd",400,"Y",168,36,"50","RL","Norm","1.5Fin",30,29,109.202096680256
883,"1Fam","None",0,"TA","Y",808,1593,"TA",389,"Y",342,40,"60","RL","Norm","2Story",28,27,111.738857501569
884,"1Fam","None",0,"Gd","N",954,2230,"TA",440,"Y",0,188,"OTHERS","RL","Norm","2.5Fin",108,70,53.1390134529148
885,"1Fam","BrkFace",60,"TA","Y",892,892,"TA",288,"Y",0,0,"20","RL","Norm","1Story",53,53,112.107623318386
886,"TwnhsE","BrkFace",60,"Gd","Y",1709,1709,"Gd",506,"Y",97,65,"120","FV","Norm","1Story",21,20,192.451726155647
887,"Duplex","BrkFace",122,"TA","Y",1712,1712,"TA",588,"Y",272,54,"90","RL","Norm","1Story",61,15,84.696261682243
888,"1Fam","None",0,"TA","Y",872,1393,"TA",300,"Y",121,0,"50","RL","Norm","1.5Fin",65,65,97.2720746590093
889,"1Fam","None",0,"Gd","Y",2217,2217,"Gd",621,"Y",81,207,"20","RL","Norm","1Story",50,50,120.884077582318
890,"1Fam","BrkFace",90,"TA","Y",1505,1505,"TA",505,"Y",0,0,"20","RL","Feedr","1Story",67,67,99.3355481727575
891,"1Fam","None",0,"TA","Y",672,924,"TA",576,"Y",0,0,"50","RL","Artery","1.5Fin",71,14,133.008658008658
892,"1Fam","BrkFace",92,"TA","Y",918,1683,"TA",440,"Y",243,0,"60","RL","Norm","2Story",42,42,102.495543672014
893,"1Fam","None",0,"TA","Y",1068,1068,"TA",264,"Y",192,0,"20","RL","Norm","1Story",57,17,144.662921348315
894,"1Fam","None",0,"TA","Y",1383,1383,"TA",354,"Y",511,116,"20","RL","PosN","1Story",66,66,119.305856832972
895,"Duplex","None",0,"TA","Y",1535,1535,"TA",400,"Y",0,0,"90","RL","Norm","1Story",41,41,77.4319218241042
896,"1Fam","BrkFace",415,"TA","Y",983,1796,"TA",483,"Y",0,50,"60","RL","Norm","2Story",57,57,77.9510022271715
897,"1Fam","None",0,"TA","N",951,951,"TA",327,"Y",0,28,"30","RM","Norm","1Story",84,70,111.98738170347
898,"Duplex","None",0,"TA","Y",1120,2240,"TA",528,"Y",154,0,"90","RL","Feedr","2Story",41,41,63.8183035714286
899,"1Fam","Stone",760,"Ex","Y",2364,2364,"Ex",820,"Y",0,67,"20","RL","Norm","1Story",11,10,197.01709064438
900,"1Fam","None",0,"TA","Y",1236,1236,"TA",288,"Y",0,0,"20","RL","Feedr","1Story",59,26,109.223300970874
901,"1Fam","None",0,"TA","Y",858,858,"TA",684,"Y",0,0,"20","RL","Norm","1Story",49,49,128.205128205128
902,"1Fam","None",0,"TA","Y",1306,1306,"TA",756,"Y",0,0,"20","RL","Norm","1Story",63,20,117.151607963247
903,"1Fam","None",0,"Gd","Y",807,1509,"Gd",393,"Y",0,75,"60","RL","Norm","2Story",17,17,119.284294234592
904,"1Fam","BrkFace",27,"Gd","Y",1670,1670,"Gd",690,"Y",144,60,"20","RL","Norm","1Story",14,14,143.712574850299
905,"1Fam","BrkFace",75,"TA","Y",902,902,"TA",288,"Y",0,0,"20","RL","Norm","1Story",53,53,139.135254988914
906,"1Fam","Stone",110,"TA","Y",1063,1063,"TA",280,"Y",0,0,"20","RL","Norm","1Story",66,66,120.413922859831
907,"1Fam","Stone",208,"Gd","Y",1636,1636,"Gd",865,"Y",0,60,"20","RL","Norm","1Story",14,14,155.867970660147
908,"1Fam","None",0,"Gd","Y",1020,2057,"Gd",180,"Y",0,0,"50","RL","Norm","1.5Fin",84,33,121.536217792902
909,"1Fam","None",0,"TA","Y",902,902,"TA",484,"Y",164,0,"20","RL","Norm","1Story",37,37,145.232815964523
910,"1Fam","None",0,"Gd","Y",742,1484,"Gd",390,"Y",36,24,"60","RL","Norm","2Story",15,15,117.250673854447
911,"Duplex","BrkFace",361,"TA","Y",1105,2274,"TA",480,"Y",0,0,"90","RL","Feedr","2Story",60,60,67.8540017590149
912,"1Fam","None",0,"TA","Y",1268,1268,"Gd",252,"Y",173,0,"20","RL","Norm","1Story",43,31,113.170347003155
913,"1Fam","None",0,"TA","N",1015,1015,"TA",450,"Y",0,0,"30","RM","Norm","1Story",95,70,86.6995073891626
914,"Duplex","None",0,"TA","N",1001,2002,"TA",871,"Y",0,0,"90","OTHER","Norm","2Story",71,70,72.4275724275724
915,"TwnhsE","Stone",76,"Gd","Y",612,1224,"Gd",528,"Y",0,234,"160","FV","Norm","2Story",11,11,141.938725490196
916,"Twnhs","BrkFace",80,"TA","Y",546,1092,"TA",286,"Y",0,0,"160","RM","Norm","2Story",50,50,68.6813186813187
917,"1Fam","None",0,"TA","N",480,480,"TA",308,"Y",0,0,"20","OTHER","Norm","1Story",71,70,73.5645833333333
918,"1Fam","None",0,"TA","Y",1229,1229,"TA",284,"Y",0,0,"20","RL","Norm","1Story",64,64,109.845402766477
919,"1Fam","None",0,"Gd","Y",912,2127,"Gd",833,"Y",72,192,"60","RL","Norm","2Story",29,29,111.894687353079
920,"1Fam","None",0,"Ex","Y",1414,1414,"TA",601,"Y",0,51,"20","RL","Norm","1Story",62,18,124.823196605375
921,"1Fam","BrkFace",105,"Gd","Y",936,1721,"Gd",471,"Y",300,87,"60","RL","Norm","2Story",26,26,116.792562463684
922,"Duplex","None",0,"TA","Y",1272,2200,"TA",0,"N",0,70,"90","RL","Feedr","1.5Fin",120,17,66.3181818181818
923,"1Fam","None",0,"Gd","Y",1316,1316,"Gd",397,"Y",100,0,"20","RL","RRAn","1Story",15,14,129.171732522796
924,"TwnhsE","None",0,"Gd","Y",1617,1617,"Gd",533,"Y",0,69,"120","RL","Norm","1Story",27,26,119.356833642548
925,"1Fam","BrkFace",157,"TA","Y",1686,1686,"TA",612,"Y",384,131,"20","RL","Norm","1Story",40,40,123.072360616845
926,"1Fam","None",0,"TA","Y",1126,1126,"Ex",540,"Y",180,0,"20","RL","Norm","1Story",43,43,155.417406749556
927,"1Fam","BrkFace",340,"Gd","Y",1234,2374,"Ex",656,"Y",104,100,"60","RL","Norm","2Story",17,16,120.050547598989
928,"1Fam","BrkFace",342,"TA","Y",1098,1978,"TA",486,"Y",0,43,"60","RL","Feedr","2Story",52,52,88.9787664307381
929,"1Fam","None",0,"Gd","Y",1788,1788,"Ex",522,"Y",202,151,"20","RL","Norm","1Story",19,19,132.270693512304
930,"1Fam","BrkFace",285,"TA","Y",993,2236,"Gd",642,"Y",0,0,"60","RL","Norm","2Story",23,23,99.2844364937388
931,"1Fam","None",0,"Gd","Y",1466,1466,"Gd",610,"Y",100,18,"20","RL","Norm","1Story",13,13,137.107776261937
932,"1Fam","None",0,"TA","Y",925,925,"TA",429,"Y",0,0,"20","RL","Norm","1Story",55,55,127.027027027027
933,"1Fam","Stone",302,"Ex","Y",1905,1905,"Ex",788,"Y",0,191,"20","RL","RRNn","1Story",14,14,167.979002624672
934,"1Fam","BrkFace",210,"Gd","Y",1500,1500,"Gd",570,"Y",192,36,"20","RL","Norm","1Story",16,16,126.666666666667
935,"1Fam","None",0,"TA","Y",2069,2069,"Gd",505,"Y",0,0,"20","RL","PosA","1Story",60,13,116.964717254712
936,"1Fam","BrkFace",108,"TA","Y",747,747,"TA",528,"Y",0,0,"30","RL","Norm","1Story",94,67,106.961178045515
937,"1Fam","None",0,"Gd","Y",1200,1200,"Gd",555,"Y",0,41,"20","RL","Norm","1Story",17,17,154.083333333333
938,"1Fam","None",0,"Gd","Y",1113,1971,"Gd",689,"Y",0,48,"60","RL","Norm","2Story",15,15,128.361237950279
939,"1Fam","None",0,"Gd","Y",1391,1962,"Gd",868,"Y",0,90,"60","RL","Norm","2Story",14,14,122.221712538226
940,"1Fam","None",0,"TA","Y",1207,2403,"TA",349,"Y",56,0,"70","RL","Norm","2Story",80,70,101.706200582605
941,"Duplex","None",0,"TA","Y",1728,1728,"TA",574,"Y",40,0,"90","RL","Norm","1Story",44,44,87.3263888888889
942,"1Fam","BrkFace",298,"Gd","Y",1022,2060,"Gd",390,"Y",0,0,"60","RL","RRNn","2Story",21,21,103.883495145631
943,"Duplex","None",0,"TA","Y",1440,1440,"TA",0,"N",321,0,"90","RL","Norm","1Story",43,43,104.166666666667
944,"Duplex","None",0,"TA","Y",1632,1632,"TA",576,"P",0,0,"90","RL","Norm","1Story",53,53,87.6225490196078
945,"1Fam","BrkFace",541,"TA","Y",1344,1344,"Gd",525,"Y",0,118,"20","RL","Norm","SLvl",62,62,102.306547619048
946,"1Fam","None",0,"TA","Y",1188,1869,"TA",456,"Y",48,0,"50","RM","Norm","1.5Fin",130,24,66.8271803103264
947,"1Fam","BrkFace",128,"TA","Y",1144,1144,"TA",796,"Y",86,0,"80","RL","Norm","SLvl",61,61,125
948,"1Fam","BrkFace",236,"Gd","Y",1629,1629,"Gd",808,"Y",0,252,"20","RL","Norm","1Story",18,17,165.745856353591
949,"1Fam","BrkFace",144,"Gd","Y",936,1776,"Gd",474,"Y",144,96,"60","RL","Norm","2Story",18,18,108.38963963964
950,"1Fam","None",0,"TA","Y",1381,1381,"Gd",676,"Y",0,0,"20","RL","Norm","1Story",48,14,143.012309920348
951,"1Fam","None",0,"TA","Y",864,864,"Gd",720,"Y",194,0,"20","RL","Norm","1Story",70,18,149.305555555556
952,"1Fam","None",0,"TA","Y",965,965,"TA",300,"Y",421,0,"20","OTHER","Norm","1Story",55,55,124.248704663212
953,"1Fam","None",0,"TA","Y",768,768,"TA",396,"Y",192,0,"OTHERS","RL","Norm","SFoyer",48,17,174.348958333333
954,"1Fam","BrkFace",232,"TA","Y",1168,1968,"TA",530,"Y",305,189,"60","RL","Norm","2Story",51,51,87.3983739837398
955,"Duplex","BrkFace",250,"TA","Y",980,980,"TA",0,"Y",0,0,"90","RL","Norm","SFoyer",45,45,130.102040816327
956,"Duplex","BrkFace",423,"TA","N",979,1958,"TA",492,"Y",0,0,"90","OTHER","Norm","2Story",74,70,74.0551583248212
957,"TwnhsE","None",0,"TA","Y",561,1229,"TA",462,"Y",150,0,"160","RM","Norm","2Story",40,40,100.895036615134
958,"1Fam","None",0,"TA","Y",1057,1057,"TA",576,"Y",0,0,"20","RL","Norm","1Story",58,58,124.881740775781
959,"1Fam","None",0,"Gd","Y",1337,1337,"Gd",531,"Y",0,39,"20","RL","Norm","1Story",17,17,138.369483919222
960,"Twnhs","None",0,"Gd","Y",696,1416,"Gd",484,"Y",0,44,"160","FV","Norm","2Story",21,21,109.463276836158
961,"1Fam","None",0,"TA","Y",858,858,"TA",0,"Y",117,0,"20","RL","Norm","1Story",62,12,135.780885780886
962,"1Fam","BrkFace",424,"TA","Y",1542,2872,"TA",619,"Y",550,282,"60","RL","PosN","2Story",43,25,94.7075208913649
963,"TwnhsE","None",0,"TA","Y",804,1548,"Gd",440,"Y",48,0,"160","RL","Norm","2Story",44,44,100.129198966408
964,"1Fam","None",0,"Gd","Y",1800,1800,"Ex",702,"Y",288,136,"20","RL","Norm","1Story",13,13,132.777777777778
965,"1Fam","BrkFace",44,"Gd","Y",824,1894,"Gd",510,"Y",0,40,"60","RL","Norm","2Story",18,17,113.463569165787
966,"1Fam","None",0,"Gd","Y",783,1484,"Gd",393,"Y",0,72,"60","RL","RRAn","2Story",15,13,120.5525606469
967,"1Fam","None",0,"Gd","Y",976,1308,"TA",256,"Y",0,70,"50","RL","Norm","1.5Fin",80,70,122.324159021407
968,"1Fam","BrkFace",151,"TA","Y",1098,1098,"TA",260,"Y",0,0,"20","RL","Norm","1Story",65,65,122.950819672131
969,"1Fam","None",0,"TA","N",600,968,"TA",0,"Y",0,0,"50","RM","Norm","1.5Fin",110,70,41.5049579372798
970,"2fmCon","BrkFace",105,"TA","Y",1095,1095,"TA",264,"Y",0,0,"190","RL","Norm","SLvl",62,62,127.853881278539
971,"1Fam","None",0,"TA","N",720,1192,"TA",0,"Y",0,0,"50","RL","Norm","1.5Fin",71,70,113.255033557047
972,"Twnhs","Stone",106,"Gd","Y",764,1626,"Gd",474,"Y",0,27,"160","RL","Norm","2Story",17,16,106.39606396064
973,"TwnhsE","None",0,"TA","Y",918,918,"TA",264,"Y",28,0,"120","RL","Norm","1Story",41,41,108.38779956427
974,"1Fam","None",0,"Gd","Y",1428,1428,"Gd",480,"Y",0,120,"20","FV","Norm","1Story",13,12,127.450980392157
975,"1Fam","None",0,"TA","N",1136,2019,"Gd",532,"Y",509,135,"70","RL","RRAn","2Story",110,27,82.9618623080733
976,"Twnhs","None",0,"Gd","Y",673,1382,"Gd",490,"Y",153,50,"160","FV","Norm","2Story",20,20,119.392185238784
977,"1Fam","None",0,"TA","Y",869,869,"Fa",0,"Y",0,0,"30","RL","Norm","1Story",97,62,98.3889528193326
978,"TwnhsE","None",0,"Gd","Y",1241,1241,"Gd",569,"Y",0,116,"120","FV","Norm","1Story",14,13,161.079774375504
979,"1Fam","None",0,"TA","Y",894,894,"TA",400,"Y",0,0,"20","RL","Norm","1Story",66,66,123.042505592841
980,"1Fam","None",0,"TA","Y",1121,1121,"TA",480,"Y",0,80,"20","RL","Feedr","1Story",57,57,123.99643175736
981,"1Fam","Stone",210,"Ex","Y",999,999,"Ex",588,"Y",144,76,"OTHERS","RL","Norm","SFoyer",59,13,178.578578578579
982,"1Fam","BrkFace",975,"Gd","Y",1276,2612,"Gd",676,"Y",250,0,"60","RL","Norm","2Story",22,21,128.637059724349
983,"1Fam","BrkFace",16,"Gd","Y",1266,1266,"Gd",388,"Y",100,16,"20","RL","Norm","1Story",13,13,126.299368088468
984,"1Fam","None",0,"Gd","Y",1149,2290,"Gd",779,"Y",0,0,"60","RL","Norm","2Story",18,18,111.74672489083
985,"Duplex","None",0,"TA","Y",1302,1734,"Gd",539,"Y",0,0,"90","RL","Norm","1.5Fin",43,43,72.6643598615917
986,"2fmCon","None",0,"TA","N",1164,1164,"TA",240,"Y",0,48,"190","RL","Norm","1Story",70,70,107.388316151203
987,"1Fam","None",0,"TA","Y",1001,1635,"Gd",255,"Y",394,0,"50","RM","Feedr","1.5Fin",110,17,71.5596330275229
988,"1Fam","Stone",450,"Ex","Y",1940,1940,"Ex",606,"Y",168,95,"20","RL","Norm","1Story",11,10,197.01709064438
989,"1Fam","BrkFace",298,"TA","Y",1118,2030,"Gd",551,"Y",0,224,"60","RL","Norm","2Story",44,44,96.0591133004926
990,"1Fam","None",0,"Gd","Y",778,1576,"Gd",614,"Y",0,50,"60","FV","Norm","2Story",14,14,125
991,"1Fam","BrkFace",423,"Gd","Y",1407,2392,"Gd",870,"Y",0,70,"60","RL","Norm","2Story",23,22,145.484949832776
992,"1Fam","None",0,"Gd","Y",916,1742,"Gd",424,"P",0,169,"70","RM","Artery","2Story",138,34,96.4408725602756
993,"1Fam","BrkFace",340,"TA","Y",1020,1851,"Gd",440,"Y",239,42,"60","RL","Norm","2Story",56,27,101.026472177202
994,"1Fam","None",0,"TA","Y",750,1500,"Gd",564,"Y",0,35,"60","RL","Norm","2Story",15,14,115.933333333333
995,"1Fam","Stone",230,"Ex","Y",1718,1718,"Ex",786,"Y",216,48,"20","RL","Norm","1Story",14,13,196.449359720605
996,"1Fam","None",0,"TA","Y",774,1230,"TA",305,"Y",0,57,"50","RL","Feedr","1.5Fin",74,70,98.8617886178862
997,"1Fam","None",0,"TA","Y",1050,1050,"TA",368,"Y",0,319,"20","RL","Norm","1Story",59,59,130
998,"1Fam","BrkFace",571,"TA","Y",1442,1442,"TA",615,"Y",371,0,"20","RL","PosA","1Story",50,50,128.294036061026
999,"1Fam","None",0,"TA","N",1077,1077,"TA",210,"P",0,100,"30","RM","Norm","1Story",98,70,84.4939647168059
1000,"1Fam","Stone",24,"Gd","Y",1208,1208,"Gd",632,"Y",105,61,"20","RL","Norm","1Story",14,14,170.529801324503
1001,"1Fam","None",0,"TA","N",944,944,"Fa",528,"Y",0,0,"20","RL","Norm","1Story",68,68,86.864406779661
1002,"1Fam","None",0,"TA","Y",691,691,"Ex",216,"N",0,20,"30","RL","Norm","1Story",100,70,124.457308248915
1003,"1Fam","BrkFace",53,"Gd","Y",1574,1574,"Gd",824,"Y",144,104,"20","RL","RRAn","1Story",14,14,147.395171537484
1004,"Duplex","BrkFace",164,"TA","Y",1680,1680,"TA",528,"Y",0,0,"90","RL","Feedr","1Story",44,44,81.4910714285714
1005,"TwnhsE","BrkFace",16,"Gd","Y",1504,1504,"Gd",457,"Y",156,0,"120","RL","Norm","1Story",15,14,120.345744680851
1006,"1Fam","BrkFace",220,"Gd","Y",985,985,"TA",328,"Y",210,0,"80","RL","Norm","SLvl",43,43,152.182741116751
1007,"1Fam","None",0,"TA","Y",1657,1657,"TA",484,"Y",0,0,"20","RL","PosN","1Story",50,50,98.6722993361497
1008,"TwnhsE","None",0,"TA","Y",546,1092,"TA",286,"Y",238,0,"160","RM","Norm","2Story",50,50,80.5860805860806
1009,"1Fam","Stone",108,"Gd","Y",1710,1710,"Gd",550,"Y",100,48,"20","RL","Norm","1Story",16,15,140.350877192982
1010,"1Fam","None",0,"TA","Y",1008,1522,"TA",0,"P",0,0,"50","RL","Norm","1.5Fin",94,70,67.0170827858081
1011,"1Fam","None",0,"TA","Y",720,1271,"TA",312,"Y",0,0,"50","RL","Norm","1.5Fin",72,70,106.215578284815
1012,"Duplex","None",0,"TA","N",1664,1664,"TA",0,"Y",0,0,"90","RL","Norm","1Story",55,55,60.0961538461538
1013,"1Fam","None",0,"TA","Y",900,1502,"Gd",180,"Y",96,0,"70","RL","Norm","2Story",97,24,109.853528628495
1014,"1Fam","None",0,"TA","N",1022,1022,"TA",280,"Y",0,30,"30","RM","Norm","1Story",110,14,83.1702544031311
1015,"1Fam","BrkFace",206,"TA","Y",1082,1082,"TA",240,"Y",0,130,"20","RL","Artery","1Story",72,70,110.166358595194
1016,"1Fam","None",0,"Gd","Y",810,1665,"Gd",528,"Y",0,45,"60","RL","Norm","2Story",19,19,136.336336336336
1017,"1Fam","BrkFace",196,"Gd","Y",1504,1504,"Gd",478,"Y",115,66,"20","RL","Norm","1Story",24,24,134.973404255319
1018,"TwnhsE","None",0,"Gd","Y",1360,1360,"Gd",565,"Y",63,0,"120","RL","Norm","1Story",36,36,137.867647058824
1019,"1Fam","BrkFace",76,"Gd","Y",802,1472,"Gd",402,"Y",164,0,"80","RL","Norm","SLvl",29,28,108.695652173913
1020,"TwnhsE","BrkFace",145,"Gd","Y",1506,1506,"Gd",440,"Y",142,20,"120","RL","Norm","1Story",15,15,141.75962815405
1021,"1Fam","None",0,"TA","Y",1132,1132,"Gd",451,"Y",252,64,"20","RL","Norm","1Story",15,15,155.47703180212
1022,"1Fam","Stone",84,"Gd","Y",1220,1220,"Gd",632,"Y",105,54,"20","RL","Norm","1Story",14,14,159.016393442623
1023,"1Fam","None",0,"TA","Y",912,1248,"TA",160,"Y",0,0,"50","RM","Norm","1.5Fin",90,70,69.7115384615385
1024,"TwnhsE","BrkFace",14,"Gd","Y",1504,1504,"Gd",437,"Y",156,20,"120","RL","Norm","1Story",15,14,126.994680851064
1025,"1Fam","None",0,"Gd","Y",2898,2898,"Gd",665,"Y",0,72,"20","RL","Norm","1Story",44,44,99.0338164251208
1026,"1Fam","None",0,"TA","Y",882,882,"TA",461,"Y",96,0,"20","RL","Norm","1Story",48,48,127.551020408163
1027,"1Fam","BrkFace",324,"TA","Y",1264,1264,"TA",461,"Y",0,0,"20","RL","Feedr","1Story",60,60,132.51582278481
1028,"1Fam","Stone",338,"Gd","Y",1646,1646,"Gd",800,"Y",192,44,"20","RL","Norm","1Story",13,12,178.054070473876
1029,"1Fam","None",0,"TA","Y",968,1376,"TA",240,"Y",0,0,"50","RL","Artery","1.5Fin",79,70,76.3081395348837
1030,"Twnhs","BrkFace",281,"TA","Y",672,1218,"TA",264,"Y",0,28,"160","RM","Norm","2Story",48,48,96.88013136289
